Query: java functional programming language
Summary: <<
java functional programming language
Query date: 2016-06-20
Papers: 980
Citations: 208771
Years: 30
Cites/year: 6959.03
Cites/paper: 213.03/69.0/multi (mean/median/mode)
Cites/author: 99865.54
Cites/author/year: 3328.85
Papers/author: 500.54
Authors/paper: 2.61/2.0/2 (mean/median/mode)
h-index: 193 (74%)
g-index: 429 (88%)
e-index: 343.64
hc-index: 109
hI-index: 68.73
hI,norm: 137
hI,annual: 4.57
hm-index: 136.62
AW-index: 148.12
AWCR: 21938.78
AWCRpA: 9586.13

Hirsch a=5.60, m=6.43
Contemporary ac=7.39

226 paper(s) with 1 author(s)
293 paper(s) with 2 author(s)
221 paper(s) with 3 author(s)
140 paper(s) with 4 author(s)
81 paper(s) with 5 author(s)
19 paper(s) with 6 author(s)
>>

Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
1364,"J Gosling, H McGilton","The Java language environment",1995,"Sun Microsystems Computer Company","hs-augsburg.de","","http://scholar.google.com/scholar?cites=16540845074436250762&as_sdt=2005&sciodt=0,5&hl=en&num=20",43,2016-06-20,"PDF"
1355,"NM O'boyle, AL Tenderholt…","Cclib: a library for package‐independent computational chemistry algorithms",2008,"Journal of computational …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/jcc.20823/full","http://scholar.google.com/scholar?cites=18169031345422383864&as_sdt=2005&sciodt=0,5&hl=en&num=20",960,2016-06-20,""
1329,"M Zaharia, M Chowdhury, MJ Franklin, S Shenker…","Spark: cluster computing with working sets.",2010,"HotCloud","static.usenix.org","","http://scholar.google.com/scholar?cites=14934743972440878947&as_sdt=2005&sciodt=0,5&hl=en&num=20",74,2016-06-20,"PDF"
1326,"JC Corbett, MB Dwyer, J Hatcliff…","Bandera: Extracting finite-state models from Java source code",2000,"… . Proceedings of the …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=870434","http://scholar.google.com/scholar?cites=6086026751177749156&as_sdt=2005&sciodt=0,5&hl=en&num=20",110,2016-06-20,""
1282,"MF Sanner","Python: a programming language for software integration and development",1999,"J Mol Graph Model","Citeseer","","http://scholar.google.com/scholar?cites=15378998005039020258&as_sdt=2005&sciodt=0,5&hl=en&num=20",13,2016-06-20,"PDF"
1202,"R Orfali, D Harkey","CLIENT/SERVER PROGRAMMING WITH JAVA AND CORBA, (With CD)",2007,"","John Wiley & Sons","","http://scholar.google.com/scholar?cites=9202622687963043481&as_sdt=2005&sciodt=0,5&hl=en&num=20",78,2016-06-20,"CITATION"
1150,"M Zaharia, M Chowdhury, T Das, A Dave, J Ma…","Resilient distributed datasets: A fault-tolerant abstraction for in-memory cluster computing",2012,"Proceedings of the 9th …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2228301","http://scholar.google.com/scholar?cites=12651943154484674722&as_sdt=2005&sciodt=0,5&hl=en&num=20",648,2016-06-20,""
1141,"M Barnett, KRM Leino, W Schulte","The Spec# programming system: An overview",2004,"… on Construction and Analysis of Safe, …","Springer","http://link.springer.com/10.1007%2F978-3-540-30569-9_3","http://scholar.google.com/scholar?cites=17183232857152634936&as_sdt=2005&sciodt=0,5&hl=en&num=20",359,2016-06-20,""
1093,"W Thies, M Karczmarek, S Amarasinghe","StreamIt: A language for streaming applications",2002,"International Conference on …","Springer","http://link.springer.com/10.1007%2F3-540-45937-5_14","http://scholar.google.com/scholar?cites=13420734674127601938&as_sdt=2005&sciodt=0,5&hl=en&num=20",484,2016-06-20,""
1055,"T Mens, T Tourwé","A survey of software refactoring",2004,"IEEE Transactions on software engineering","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1265817","http://scholar.google.com/scholar?cites=15459751621076792900&as_sdt=2005&sciodt=0,5&hl=en&num=20",319,2016-06-20,""
1052,"K Hammond, G Michaelson","Introduction",1999,"… in Parallel Functional Programming","Springer","http://link.springer.com/chapter/10.1007/978-1-4471-0841-2_1","http://scholar.google.com/scholar?cites=7101517497495309706&as_sdt=2005&sciodt=0,5&hl=en&num=20",159,2016-06-20,""
1051,"M Reich, T Liefeld, J Gould, J Lerner, P Tamayo…","GenePattern 2.0",2006,"Nature …","nature.com","http://www.nature.com/ng/journal/v38/n5/full/ng0506-500.html","http://scholar.google.com/scholar?cites=11095337083253767083&as_sdt=2005&sciodt=0,5&hl=en&num=20",635,2016-06-20,""
1033,"G Jobb, A Haeseler, K Strimmer","TREEFINDER: a powerful graphical analysis environment for molecular phylogenetics",2004,"BMC evolutionary biology","biomedcentral.com","","http://scholar.google.com/scholar?cites=14196534113674093618&as_sdt=2005&sciodt=0,5&hl=en&num=20",21,2016-06-20,"HTML"
967,"G Morrisett, D Walker, K Crary, N Glew","From System F to typed assembly language",1999,"… Transactions on Programming …","dl.acm.org","http://dl.acm.org/citation.cfm?id=319345","http://scholar.google.com/scholar?cites=10585064681924511087&as_sdt=2005&sciodt=0,5&hl=en&num=20",494,2016-06-20,""
939,"TJ Collins","ImageJ for microscopy",2007,"Biotechniques","medicine.osu.edu","","http://scholar.google.com/scholar?cites=10897588441048595547&as_sdt=2005&sciodt=0,5&hl=en&num=20",66,2016-06-20,"PDF"
899,"K Claessen, J Hughes","QuickCheck: a lightweight tool for random testing of Haskell programs",2011,"Acm sigplan notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=1988046","http://scholar.google.com/scholar?cites=7602244452224287116&as_sdt=2005&sciodt=0,5&hl=en&num=20",390,2016-06-20,""
898,"GT Leavens, AL Baker, C Ruby","Preliminary design of JML: A behavioral interface specification language for Java",2006,"ACM SIGSOFT Software Engineering …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1127884","http://scholar.google.com/scholar?cites=1389285402619830442&as_sdt=2005&sciodt=0,5&hl=en&num=20",79,2016-06-20,""
886,"EA Lee","The problem with threads",2006,"Computer","dl.acm.org","http://dl.acm.org/citation.cfm?id=1137289","http://scholar.google.com/scholar?cites=15985338941921780974&as_sdt=2005&sciodt=0,5&hl=en&num=20",532,2016-06-20,""
884,"T Harris, S Marlow, S Peyton-Jones…","Composable memory transactions",2005,"… of parallel programming","dl.acm.org","http://dl.acm.org/citation.cfm?id=1065952","http://scholar.google.com/scholar?cites=10643483736149268735&as_sdt=2005&sciodt=0,5&hl=en&num=20",478,2016-06-20,""
872,"SR Schach","Object-oriented and classical software engineering",2002,"","webmailstaff.kmutt.ac.th","","http://scholar.google.com/scholar?cites=16705511329449169810&as_sdt=2005&sciodt=0,5&hl=en&num=20",416,2016-06-20,"BOOK"
867,"H Ehrig, G Engels, HJ Kreowski, G Rozenberg","Handbook of Graph Grammars and Computing by Graph Transformation: Volume 2: Applications, Languages and Tools",1999,"","books.google.com","","http://scholar.google.com/scholar?cites=524511998958282223&as_sdt=2005&sciodt=0,5&hl=en&num=20",62,2016-06-20,"BOOK"
826,"J Hannemann, G Kiczales","Design pattern implementation in Java and AspectJ",2002,"ACM Sigplan Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=582436","http://scholar.google.com/scholar?cites=11329754434856662333&as_sdt=2005&sciodt=0,5&hl=en&num=20",30,2016-06-20,""
817,"S Sendall, W Kozaczynski","Model transformation the heart and soul of model-driven software development",2003,"","infoscience.epfl.ch","http://infoscience.epfl.ch/record/52559","http://scholar.google.com/scholar?cites=13869285424817154629&as_sdt=2005&sciodt=0,5&hl=en&num=20",905,2016-06-20,""
816,"A Igarashi, BC Pierce, P Wadler","Featherweight Java: a minimal core calculus for Java and GJ",2001,"ACM Transactions on Programming …","dl.acm.org","http://dl.acm.org/citation.cfm?id=503505","http://scholar.google.com/scholar?cites=8499918958021378638&as_sdt=2005&sciodt=0,5&hl=en&num=20",509,2016-06-20,""
806,"RE Filman, DP Friedman, P Norvig","Aspect-oriented programming is quantification and obliviousness",2000,"","ntrs.nasa.gov","http://ntrs.nasa.gov/search.jsp?R=20010071445","http://scholar.google.com/scholar?cites=9779963850037245965&as_sdt=2005&sciodt=0,5&hl=en&num=20",40,2016-06-20,""
789,"P Oreizy, N Medvidovic, RN Taylor","Architecture-based runtime software evolution",1998,"Proceedings of the 20th …","dl.acm.org","http://dl.acm.org/citation.cfm?id=302181","http://scholar.google.com/scholar?cites=9312544006693791454&as_sdt=2005&sciodt=0,5&hl=en&num=20",731,2016-06-20,""
777,"B Bruegge, AH Dutoit","Object-Oriented Software Engineering Using UML, Patterns and Java-(Required)",2004,"","scis.nova.edu","","http://scholar.google.com/scholar?cites=16877609912824284261&as_sdt=2005&sciodt=0,5&hl=en&num=20",22,2016-06-20,"BOOK"
740,"A Robins, J Rountree, N Rountree","Learning and teaching programming: A review and discussion",2003,"Computer science education","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.1076/csed.13.2.137.14200","http://scholar.google.com/scholar?cites=15081530558852031426&as_sdt=2005&sciodt=0,5&hl=en&num=20",820,2016-06-20,""
739,"E Bruneton, T Coupaye, M Leclercq…","The fractal component model and its support in java",2006,"Software: Practice …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/spe.767/abstract","http://scholar.google.com/scholar?cites=12784262183352620488&as_sdt=2005&sciodt=0,5&hl=en&num=20",125,2016-06-20,""
704,"G Bracha, M Odersky, D Stoutamire, P Wadler","Making the future safe for the past: Adding genericity to the Java programming language",1998,"Acm sigplan notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=286957","http://scholar.google.com/scholar?cites=10775648099741024608&as_sdt=2005&sciodt=0,5&hl=en&num=20",1,2016-06-20,""
677,"M Barnett, BYE Chang, R DeLine, B Jacobs…","Boogie: A modular reusable verifier for object-oriented programs",2005,"… Symposium on Formal …","Springer","http://link.springer.com/10.1007%2F11804192_17","http://scholar.google.com/scholar?cites=12887683908812199401&as_sdt=2005&sciodt=0,5&hl=en&num=20",611,2016-06-20,""
658,"K Philip, P Eric, HC Betty","Composing adaptive software",2004,"","researchgate.net","","http://scholar.google.com/scholar?cites=4200456317055385581&as_sdt=2005&sciodt=0,5&hl=en&num=20",349,2016-06-20,"PDF"
636,"M Odersky, P Wadler","Pizza into Java: Translating theory into practice",1997,"… symposium on Principles of programming …","dl.acm.org","http://dl.acm.org/citation.cfm?id=263715","http://scholar.google.com/scholar?cites=17547708914067330278&as_sdt=2005&sciodt=0,5&hl=en&num=20",24,2016-06-20,""
615,"M Clavel, F Durán, S Eker, P Lincoln, N Martí-Oliet…","All about maude-a high-performance logical framework: how to specify, program and verify systems in rewriting logic",2007,"","dl.acm.org","","http://scholar.google.com/scholar?cites=6739999333434011341&as_sdt=2005&sciodt=0,5&hl=en&num=20",529,2016-06-20,"BOOK"
604,"M McCracken, V Almstrum, D Diaz, M Guzdial…","A multi-national, multi-institutional study of assessment of programming skills of first-year CS students",2001,"ACM SIGCSE …","dl.acm.org","http://dl.acm.org/citation.cfm?id=572181","http://scholar.google.com/scholar?cites=1651796560630919853&as_sdt=2005&sciodt=0,5&hl=en&num=20",717,2016-06-20,""
603,"M Odersky, L Spoon, B Venners","Programming in scala",2008,"","books.google.com","","http://scholar.google.com/scholar?cites=4487316656744921305&as_sdt=2005&sciodt=0,5&hl=en&num=20",278,2016-06-20,"BOOK"
591,"R De Nicola, GL Ferrari…","KLAIM: A kernel language for agents interaction and mobility",1998,"IEEE Transactions on …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=685256","http://scholar.google.com/scholar?cites=7442105475125392799&as_sdt=2005&sciodt=0,5&hl=en&num=20",652,2016-06-20,""
581,"X Leroy","Formal certification of a compiler back-end or: programming a compiler with a proof assistant",2006,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=1111042","http://scholar.google.com/scholar?cites=14605937737541304475&as_sdt=2005&sciodt=0,5&hl=en&num=20",437,2016-06-20,""
574,"C Fournet, G Gonthier, JJ Lévy, L Maranget…","A calculus of mobile agents",1996,"… on Concurrency Theory","Springer","http://link.springer.com/chapter/10.1007/3-540-61604-7_67","http://scholar.google.com/scholar?cites=778541178174107919&as_sdt=2005&sciodt=0,5&hl=en&num=20",449,2016-06-20,""
566,"M Hind","Pointer analysis: haven't we solved this problem yet?",2001,"Proceedings of the 2001 ACM SIGPLAN-SIGSOFT …","dl.acm.org","http://dl.acm.org/citation.cfm?id=379665","http://scholar.google.com/scholar?cites=6353629505099847794&as_sdt=2005&sciodt=0,5&hl=en&num=20",917,2016-06-20,""
541,"B Beckert, R Hähnle, PH Schmitt","Verification of object-oriented software: The KeY approach",2007,"","dl.acm.org","","http://scholar.google.com/scholar?cites=3875305977159696310&as_sdt=2005&sciodt=0,5&hl=en&num=20",423,2016-06-20,"BOOK"
538,"JD Choi, M Gupta, M Serrano, VC Sreedhar…","Escape analysis for Java",1999,"Acm Sigplan …","dl.acm.org","http://dl.acm.org/citation.cfm?id=320386","http://scholar.google.com/scholar?cites=11363246352497604715&as_sdt=2005&sciodt=0,5&hl=en&num=20",361,2016-06-20,""
536,"T Sheard, SP Jones","Template meta-programming for Haskell",2002,"Proceedings of the 2002 ACM SIGPLAN workshop …","dl.acm.org","http://dl.acm.org/citation.cfm?id=581691","http://scholar.google.com/scholar?cites=13239353036432457294&as_sdt=2005&sciodt=0,5&hl=en&num=20",259,2016-06-20,""
528,"M Odersky, P Altherr, V Cremet, B Emir, S Maneth…","An overview of the Scala programming language",2004,"","infoscience.epfl.ch","","http://scholar.google.com/scholar?cites=8757426163233868306&as_sdt=2005&sciodt=0,5&hl=en&num=20",6,2016-06-20,"PDF"
517,"S Liang, G Bracha","Dynamic class loading in the Java virtual machine",1998,"Acm sigplan notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=286945","http://scholar.google.com/scholar?cites=17242793033755375091&as_sdt=2005&sciodt=0,5&hl=en&num=20",95,2016-06-20,""
516,"H Sutter, J Larus","Software and the concurrency revolution",2005,"Queue","dl.acm.org","http://dl.acm.org/citation.cfm?id=1095421","http://scholar.google.com/scholar?cites=16468157688444403553&as_sdt=2005&sciodt=0,5&hl=en&num=20",240,2016-06-20,""
500,"M Flatt, S Krishnamurthi, M Felleisen","Classes and mixins",1998,"… on Principles of programming …","dl.acm.org","http://dl.acm.org/citation.cfm?id=268961","http://scholar.google.com/scholar?cites=4073896016052536563&as_sdt=2005&sciodt=0,5&hl=en&num=20",326,2016-06-20,""
491,"P Van-Roy, S Haridi","Concepts, techniques, and models of computer programming",2004,"","books.google.com","","http://scholar.google.com/scholar?cites=18257140757072566299&as_sdt=2005&sciodt=0,5&hl=en&num=20",876,2016-06-20,"BOOK"
478,"JO Deasy, AI Blanco, VH Clark","CERR: a computational environment for radiotherapy research",2003,"Medical physics","scitation.aip.org","http://scitation.aip.org/content/aapm/journal/medphys/30/5/10.1118/1.1568978","http://scholar.google.com/scholar?cites=4479026786716366541&as_sdt=2005&sciodt=0,5&hl=en&num=20",527,2016-06-20,""
469,"E Lahtinen, K Ala-Mutka, HM Järvinen","A study of the difficulties of novice programmers",2005,"ACM SIGCSE Bulletin","dl.acm.org","http://dl.acm.org/citation.cfm?id=1067453","http://scholar.google.com/scholar?cites=1658758299516980964&as_sdt=2005&sciodt=0,5&hl=en&num=20",378,2016-06-20,""
464,"M Cole","Bringing skeletons out of the closet: a pragmatic manifesto for skeletal parallel programming",2004,"Parallel computing","Elsevier","http://www.sciencedirect.com/science/article/pii/S0167819104000080","http://scholar.google.com/scholar?cites=8168067625250980368&as_sdt=2005&sciodt=0,5&hl=en&num=20",122,2016-06-20,""
463,"J Whaley, M Rinard","Compositional pointer and escape analysis for Java programs",1999,"ACM Sigplan Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=320400","http://scholar.google.com/scholar?cites=1819869476397034502&as_sdt=2005&sciodt=0,5&hl=en&num=20",847,2016-06-20,""
457,"MT Goodrich, R Tamassia","Data structures and algorithms in Java",2008,"","John Wiley & Sons","","http://scholar.google.com/scholar?cites=7700250361673439455&as_sdt=2005&sciodt=0,5&hl=en&num=20",912,2016-06-20,"CITATION"
456,"A Igarashi, B Pierce, P Wadler","Featherweight Java: A minimal core calculus for Java and GJ",1999,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=320395","http://scholar.google.com/scholar?cites=15618883178189079852&as_sdt=2005&sciodt=0,5&hl=en&num=20",31,2016-06-20,""
456,"JM Chambers","Programming with data: A guide to the S language",1998,"","books.google.com","","http://scholar.google.com/scholar?cites=7101555827612087328&as_sdt=2005&sciodt=0,5&hl=en&num=20",287,2016-06-20,"BOOK"
451,"N Heintze, JG Riecke","The SLam calculus: programming with secrecy and integrity",1998,"… symposium on Principles of programming …","dl.acm.org","http://dl.acm.org/citation.cfm?id=268976","http://scholar.google.com/scholar?cites=17636139198967881280&as_sdt=2005&sciodt=0,5&hl=en&num=20",146,2016-06-20,""
448,"C Prehofer","Feature-oriented programming: A fresh look at objects",1997,"… Conference on Object-Oriented Programming","Springer","http://link.springer.com/chapter/10.1007/BFb0053389","http://scholar.google.com/scholar?cites=12538732630986354076&as_sdt=2005&sciodt=0,5&hl=en&num=20",54,2016-06-20,""
448,"WM Johnston, JR Hanna, RJ Millar","Advances in dataflow programming languages",2004,"ACM Computing Surveys (CSUR)","dl.acm.org","http://dl.acm.org/citation.cfm?id=1013209","http://scholar.google.com/scholar?cites=3857309386548030523&as_sdt=2005&sciodt=0,5&hl=en&num=20",737,2016-06-20,""
442,"C Flanagan, SN Freund","Type-based race detection for Java",2000,"ACM SIGPLAN Notices","dl.acm.org","http://dl.acm.org/citation.cfm?id=349328","http://scholar.google.com/scholar?cites=13299164203693177897&as_sdt=2005&sciodt=0,5&hl=en&num=20",763,2016-06-20,""
440,"N Nystrom, MR Clarkson, AC Myers","Polyglot: An extensible compiler framework for Java",2003,"International Conference on …","Springer","http://link.springer.com/chapter/10.1007/3-540-36579-6_11","http://scholar.google.com/scholar?cites=6267329846548064013&as_sdt=2005&sciodt=0,5&hl=en&num=20",12,2016-06-20,""
418,"M Hicks, P Kakkar, JT Moore, CA Gunter…","PLAN: A packet language for active networks",1998,"ACM SIGPLAN …","dl.acm.org","http://dl.acm.org/citation.cfm?id=289431","http://scholar.google.com/scholar?cites=16091546555600981653&as_sdt=2005&sciodt=0,5&hl=en&num=20",55,2016-06-20,""
417,"R Hirschfeld, P Costanza, O Nierstrasz","Context-oriented programming",2008,"Journal of Object Technology","Citeseer","","http://scholar.google.com/scholar?cites=4496613738622222356&as_sdt=2005&sciodt=0,5&hl=en&num=20",152,2016-06-20,"PDF"
415,"ML Scott","Programming language pragmatics",2000,"","books.google.com","","http://scholar.google.com/scholar?cites=3916497044930715956&as_sdt=2005&sciodt=0,5&hl=en&num=20",50,2016-06-20,"BOOK"
414,"CIV Lopes","D: A language framework for distributed programming",1997,"","parc.com","","http://scholar.google.com/scholar?cites=10060104465063041662&as_sdt=2005&sciodt=0,5&hl=en&num=20",227,2016-06-20,"PDF"
404,"O Spinczyk, A Gal, W Schröder-Preikschat","AspectC++: an aspect-oriented extension to the C++ programming language",2002,"Proceedings of the Fortieth …","dl.acm.org","http://dl.acm.org/citation.cfm?id=564100","http://scholar.google.com/scholar?cites=17642047150166575719&as_sdt=2005&sciodt=0,5&hl=en&num=20",32,2016-06-20,""
402,"P Hudak","Modular domain specific languages and tools",1998,"Software Reuse, 1998. Proceedings. Fifth …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=685738","http://scholar.google.com/scholar?cites=2711838145786942408&as_sdt=2005&sciodt=0,5&hl=en&num=20",182,2016-06-20,""
396,"JC Filliâtre, C Marché","The Why/Krakatoa/Caduceus platform for deductive program verification",2007,"International Conference on Computer Aided …","Springer","http://link.springer.com/content/pdf/10.1007/978-3-540-73368-3_21.pdf","http://scholar.google.com/scholar?cites=8556559991308576588&as_sdt=2005&sciodt=0,5&hl=en&num=20",15,2016-06-20,""
394,"G Taentzer","AGG: A graph transformation environment for modeling and validation of software",2003,"International Workshop on Applications of Graph …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-25959-6_35","http://scholar.google.com/scholar?cites=299825840687389622&as_sdt=2005&sciodt=0,5&hl=en&num=20",355,2016-06-20,""
393,"G Kiczales, M Mezini","Aspect-oriented programming and modular reasoning",2005,"Proceedings of the 27th international conference …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1062482","http://scholar.google.com/scholar?cites=3514602913454217556&as_sdt=2005&sciodt=0,5&hl=en&num=20",934,2016-06-20,""
392,"N Foster, R Harrison, MJ Freedman, C Monsanto…","Frenetic: A network programming language",2011,"ACM Sigplan …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2034812","http://scholar.google.com/scholar?cites=11776055014315226125&as_sdt=2005&sciodt=0,5&hl=en&num=20",28,2016-06-20,""
392,"H Hosoya, BC Pierce","XDuce: A statically typed XML processing language",2003,"ACM Transactions on Internet Technology (TOIT)","dl.acm.org","http://dl.acm.org/citation.cfm?id=767195","http://scholar.google.com/scholar?cites=12337825434759204873&as_sdt=2005&sciodt=0,5&hl=en&num=20",317,2016-06-20,""
391,"E Bruneton, T Coupaye, M Leclercq, V Quéma…","An open component model and its support in java",2004,"… on Component-based …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-24774-6_3","http://scholar.google.com/scholar?cites=14951140546933880688&as_sdt=2005&sciodt=0,5&hl=en&num=20",100,2016-06-20,""
